Player,Salary,Season
Jae'Sean Tate,7065217,2022-23
Isaac Okoro,7040880,2022-23
Cody Martin,7000000,2022-23
Jalen Suggs,6922320,2022-23
Jaxson Hayes,6803012,2022-23
Khem Birch,6667500,2022-23
Bennedict Mathurin,6586800,2022-23
Patrick Mills,6479000,2022-23
Bruce Brown,6479000,2022-23
Lonnie Walker,6479000,2022-23
Caleb Martin,6479000,2022-23
Joe Ingles,6479000,2022-23
Onyeka Okongwu,6395160,2022-23
Josh Giddey,6287400,2022-23
Rui Hachimura,6263188,2022-23
Rudy Gay,6184500,2022-23
Jevon Carter,6025000,2022-23
Shaedon Sharpe,6012960,2022-23
Cameron Payne,6000000,2022-23
Otto Porter,6000000,2022-23
Justin Holiday,5987975,2022-23
Cam Reddish,5954454,2022-23
Cameron Johnson,5887899,2022-23
Ricky Rubio,5853659,2022-23
Killian Hayes,5837760,2022-23
PJ Washington,5808435,2022-23
Jonathan Kuminga,5739840,2022-23
Pat Connaughton,5728393,2022-23
Tyler Herro,5722116,2022-23
Romeo Langford,5634257,2022-23
Dyson Daniels,5508600,2022-23
JaVale McGee,5461219,2022-23
Goga Bitadze,5377520,2022-23
Obi Toppin,5348280,2022-23
Franz Wagner,5258280,2022-23
Kendrick Nunn,5250000,2022-23
Hamidou Diallo,5200000,2022-23
Cory Joseph,5155500,2022-23
Garrett Temple,5155500,2022-23
Torrey Craig,5121951,2022-23
Jeremy Sochan,5063520,2022-23
David Nwaba,5022000,2022-23
Nickeil Alexander-Walker,5009633,2022-23
Furkan Korkmaz,5000000,2022-23
Deni Avdija,4916160,2022-23
Davion Mitchell,4833600,2022-23
Johnny Davis,4810320,2022-23
Ty Jerome,4728948,2022-23
Ishmael Smith,4725000,2022-23
Jalen Smith,4670160,2022-23
Ziaire Williams,4591680,2022-23
Ousmane Dieng,4569840,2022-23
Moe Harkless,4564980,2022-23
Jeff Green,4500000,2022-23
Donte DiVincenzo,4500000,2022-23
Devin Vassell,4437000,2022-23
Matisse Thybulle,4379526,2022-23
Jarred Vanderbilt,4374000,2022-23
James Bouknight,4362240,2022-23
Brandon Clarke,4343919,2022-23
Jalen Williams,4341480,2022-23
Grant Williams,4306281,2022-23
Darius Bazley,4264628,2022-23
Tyrese Haliburton,4215120,2022-23
Nassir Little,4171548,2022-23
Josh Primo,4144320,2022-23
Jalen Duren,4124280,2022-23
Gorgui Dieng,4105236,2022-23
Danuel House,4105000,2022-23
Boban Marjanovic,4101478,2022-23
Justise Winslow,4097561,2022-23
Dylan Windler,4037277,2022-23
Stanley Johnson,4022164,2022-23
Kira Lewis,4004280,2022-23
George Hill,4000000,2022-23
Terence Davis,4000000,2022-23
Chris Duarte,3936960,2022-23
Alex Len,3918600,2022-23
Ochai Agbaji,3918360,2022-23
Jordan Poole,3901399,2022-23
Keldon Johnson,3873024,2022-23
Sviatoslav Mykhailiuk,3846895,2022-23
James Johnson,3841067,2022-23
Aaron Nesmith,3804360,2022-23
Moses Moody,3740160,2022-23
Mark Williams,3722040,2022-23
Cole Anthony,3613680,2022-23
Corey Kispert,3552840,2022-23
AJ Griffin,3536160,2022-23
Goran Dragic,3523762,2022-23
Mike Muscala,3500000,2022-23
Georges Niang,3465000,2022-23
Isaiah Stewart,3433320,2022-23
Chuma Okeke,3433320,2022-23
Trey Burke,3423750,2022-23
Amir Coffey,3395062,2022-23
Alperen Sengun,3375360,2022-23
Tari Eason,3359160,2022-23
Aleksej Pokusevski,3261480,2022-23
Kevin Porter,3217631,2022-23
Trey Murphy,3206520,2022-23
Simone Fontecchio,3205128,2022-23
Derrick Jones,3200000,2022-23
Andre Drummond,3200000,2022-23
Dalen Terry,3191400,2022-23
Sterling Brown,3122602,2022-23
Josh Green,3098400,2022-23
Jake LaRavia,3047640,2022-23
Tre Mann,3046200,2022-23
Kevin Knox,3000000,2022-23
Saddiq Bey,2959080,2022-23
Malaki Branham,2925600,2022-23
Joe Wieskamp,2909261,2022-23
Kai Jones,2909040,2022-23
Blake Griffin,2905851,2022-23
Robin Lopez,2905851,2022-23
Markieff Morris,2905851,2022-23
Andre Iguodala,2905851,2022-23
Serge Ibaka,2905851,2022-23
Udonis Haslem,2905851,2022-23
Wesley Matthews,2905851,2022-23
Austin Rivers,2905851,2022-23
Bismack Biyombo,2905851,2022-23
Taj Gibson,2905851,2022-23
RJ Hampton,2898243,2022-23
Andrew Nicholson,2844429,2022-23
Precious Achiuwa,2840160,2022-23
Christian Braun,2808600,2022-23
Jordan Nwora,2800000,2022-23
Jalen Johnson,2792640,2022-23
Tyrese Maxey,2726880,2022-23
Bruno Fernando,2717391,2022-23
Walker Kessler,2696400,2022-23
Keon Johnson,2681040,2022-23
Charles Bassey,2674742,2022-23
Dennis Schroeder,2641682,2022-23
TJ Warren,2628597,2022-23
Matthew Dellavedova,2628597,2022-23
Trey Lyles,2625000,2022-23
Zeke Nnaji,2617800,2022-23
David Roddy,2588640,2022-23
Isaiah Jackson,2573760,2022-23
MarJon Beauchamp,2485200,2022-23
Usman Garuba,2471160,2022-23
Raul Neto,2463490,2022-23
Frank Kaminsky,2463490,2022-23
Montrezl Harrell,2463490,2022-23
Willy Hernangomez,2443581,2022-23
Theo Maledon,2408891,2022-23
Blake Wesley,2385480,2022-23
Josh Christopher,2372160,2022-23
Isaiah Roby,2330681,2022-23
Lindy Waters III,2316876,2022-23
Immanuel Quickley,2316240,2022-23
Wendell Moore,2306520,2022-23
John Konchar,2300000,2022-23
Rodney McGruder,2298385,2022-23
Bryn Forbes,2298385,2022-23
Juan Hernangomez,2298385,2022-23
Damian Jones,2298385,2022-23
Quentin Grimes,2277000,2022-23
Saben Lee,2266640,2022-23
Andrew Nembhard,2244111,2022-23
Nikola Jovic,2239920,2022-23
Payton Pritchard,2239200,2022-23
Vlatko Cancar,2234359,2022-23
Patrick Baldwin,2226000,2022-23
TyTy Washington,2210040,2022-23
Bones Hyland,2201520,2022-23
Bol Bol,2200000,2022-23
Peyton Watson,2193960,2022-23
Marquese Chriss,2193920,2022-23
Udoka Azubuike,2174880,2022-23
Jaden McDaniels,2161440,2022-23
Jordan McLaughlin,2160000,2022-23
Malachi Flynn,2145720,2022-23
Cam Thomas,2138160,2022-23
Luke Kornet,2133278,2022-23
Dennis Smith,2133278,2022-23
Damion Lee,2133278,2022-23
Juan Toscano-Anderson,2133278,2022-23
Desmond Bane,2130240,2022-23
Jaden Springer,2125200,2022-23
Day'Ron Sharpe,2109480,2022-23
Santiago Aldama,2094120,2022-23
Tony Bradley,2036318,2022-23
Frank Ntilikina,2036318,2022-23
Garrison Mathews,2000000,2022-23
Kenrich Williams,2000000,2022-23
Jaylin Williams,2000000,2022-23
Jeremiah Robinson-Earl,2000000,2022-23
Caleb Houstan,2000000,2022-23
Shake Milton,1997718,2022-23
Aaron Holiday,1968175,2022-23
Yuta Watanabe,1968175,2022-23
Edmond Sumner,1968175,2022-23
Theo Pinson,1968175,2022-23
Thomas Bryant,1968175,2022-23
Troy Brown,1968175,2022-23
Josh Okogie,1968175,2022-23
Drew Eubanks,1968175,2022-23
Dean Wade,1930681,2022-23
Terance Mann,1930681,2022-23
Jaylen Nowell,1930681,2022-23
Naz Reid,1930681,2022-23
Jalen McDaniels,1930681,2022-23
Daniel Gafford,1930681,2022-23
Chimezie Metu,1910860,2022-23
Davon Reed,1902133,2022-23
KZ Okpala,1902133,2022-23
Killian Tillie,1901625,2022-23
Vernon Carey,1882621,2022-23
Wenyen Gabriel,1878720,2022-23
Thanasis Antetokounmpo,1878720,2022-23
Moritz Wagner,1878720,2022-23
Keita Bates-Diop,1878720,2022-23
Oshae Brissett,1846738,2022-23
Nathan Knight,1836090,2022-23
Justin Jackson,1836090,2022-23
Isaiah Joe,1836090,2022-23
Ryan Arcidiacono,1836090,2022-23
Anthony Gill,1836090,2022-23
Javonte Green,1815677,2022-23
Gabe Vincent,1815677,2022-23
Max Strus,1815677,2022-23
Herb Jones,1785000,2022-23
Nick Richards,1782621,2022-23
Lamar Stevens,1782621,2022-23
Tyrell Terry,1782621,2022-23
KJ Martin,1782621,2022-23
Xavier Tillman,1782621,2022-23
Naji Marshall,1782621,2022-23
Paul Reed,1782621,2022-23
Tre Jones,1782621,2022-23
Haywood Highsmith,1752638,2022-23
Omer Yurtseven,1752638,2022-23
Leandro Bolmaro,1709300,2022-23
Terry Taylor,1703902,2022-23
Jared Butler,1674655,2022-23
Jericho Sims,1639842,2022-23
Sam Hauser,1637966,2022-23
Kessler Edwards,1637966,2022-23
Isaiah Todd,1575000,2022-23
Vit Krejci,1563518,2022-23
JT Thor,1563518,2022-23
Marko Simonovic,1563518,2022-23
Ayo Dosunmu,1563518,2022-23
Isaiah Livers,1563518,2022-23
Daishen Nix,1563518,2022-23
Jason Preston,1563518,2022-23
BJ Boston,1563518,2022-23
Austin Reaves,1563518,2022-23
Jose Alvarado,1563518,2022-23
Miles McBride,1563518,2022-23
Aaron Wiggins,1563518,2022-23
Jock Landale,1563518,2022-23
Greg Brown,1563518,2022-23
Trendon Watford,1563518,2022-23
Dalano Banton,1563518,2022-23
Kenneth Lofton,1505966,2022-23
Christian Koloko,1500000,2022-23
Bryce McGowens,1461055,2022-23
Eric Bledsoe,1300000,2022-23
Jordan Goodwin,1280206,2022-23
Kennedy Chandler,1200000,2022-23
Noah Vonleh,1160955,2022-23
Sandro Mamukelashvili,1116112,2022-23
Sam Merrill,1105522,2022-23
Zhaire Smith,1068200,2022-23
Tyrese Martin,1017781,2022-23
Jaden Hardy,1017781,2022-23
Ryan Rollins,1017781,2022-23
Max Christie,1017781,2022-23
Josh Minott,1017781,2022-23
Jabari Walker,1017781,2022-23
Eugene Omoruyi,1013119,2022-23
Kris Dunn,1000001,2022-23
Kyle Singler,999200,2022-23
Ishmail Wainright,980057,2022-23
Admiral Schofield,877940,2022-23
Justin Champagnie,853241,2022-23
Trevelin Queen,838891,2022-23
Moses Brown,824041,2022-23
Matt Ryan,806097,2022-23
DaQuan Jeffries,799403,2022-23
PJ Dozier,784654,2022-23
Cody Zeller,743922,2022-23
Meyers Leonard,713558,2022-23
Nik Stauskas,702311,2022-23
Anthony Lamb,694878,2022-23
Michael Carter-Williams,652829,2022-23
DJ Augustin,633938,2022-23
Duane Washington Jr,628802,2022-23
Carlik Jones,612162,2022-23
Juwan Morgan,576230,2022-23
Malik Fitts,555217,2022-23
Luka Samanic,538317,2022-23
David Duke,531283,2022-23
Trevor Keels,520589,2022-23
Dereon Seabron,511816,2022-23
Trent Forrest,508891,2022-23
Mfiondu Kabengele,508891,2022-23
JD Davison,508891,2022-23
Malcolm Hill,508891,2022-23
Mamadi Diakite,508891,2022-23
Isaiah Mobley,508891,2022-23
McKinley Wright,508891,2022-23
Jack White,508891,2022-23
Collin Gillespie,508891,2022-23
Buddy Boeheim,508891,2022-23
Darius Days,508891,2022-23
Trevor Hudgins,508891,2022-23
Kendall Brown,508891,2022-23
Moussa Diabate,508891,2022-23
Scottie Pippen Jr,508891,2022-23
Cole Swider,508891,2022-23
Vince Williams Jr,508891,2022-23
Jamal Cain,508891,2022-23
AJ Green,508891,2022-23
Luka Garza,508891,2022-23
EJ Liddell,508891,2022-23
Kevon Harris,508891,2022-23
Keon Ellis,508891,2022-23
Neemias Queta,508891,2022-23
Julian Champagnie,508891,2022-23
Dominick Barlow,508891,2022-23
Jeff Dowtin,508891,2022-23
Ron Harper Jr,508891,2022-23
Micah Potter,508891,2022-23
Johnny Juzang,508891,2022-23
John Butler,503041,2022-23
Chima Moneke,500000,2022-23
Facundo Campazzo,464299,2022-23
Orlando Robinson,386055,2022-23
Dru Smith,374357,2022-23
AJ Lawson,371432,2022-23
Jared Rhoden,307089,2022-23
Louis King,307089,2022-23
Robert Woodard,300000,2022-23
Didi Louzada,268032,2022-23
Jarrett Culver,260295,2022-23
Olivier Sarr,257371,2022-23
Alondes Williams,254446,2022-23
DJ Wilson,250000,2022-23
Donovan Williams,239822,2022-23
Quenton Jackson,219630,2022-23
Chris Silva,211045,2022-23
Tyler Dorsey,201802,2022-23
Braxton Key,201802,2022-23
Jordan Hall,193027,2022-23
Alize Johnson,192293,2022-23
Kostas Antetokounmpo,172555,2022-23
Devon Dotson,169630,2022-23
Mac McClung,160856,2022-23
Willie Cauley-Stein,155738,2022-23
Nate Darling,152082,2022-23
Keaton Wallace,140384,2022-23
Xavier Cooks,140384,2022-23
Shaquille Harrison,134862,2022-23
Feron Hunt,131610,2022-23
Lester Quinones,129405,2022-23
Troy Williams,122741,2022-23
Xavier Moon,116986,2022-23
Jamaree Bouyea,116986,2022-23
Jay Huff,116986,2022-23
Skylar Mays,116574,2022-23
Frank Jackson,113114,2022-23
Michael Foster,106288,2022-23
Deonte Burton,105522,2022-23
Jarrell Brantley,105522,2022-23
Xavier Sneed,102910,2022-23
Justin Lewis,102363,2022-23
Lindell Wigginton,99438,2022-23
Jordan Schakel,96514,2022-23
Demetrius Jackson,92857,2022-23
Stanley Umude,58493,2022-23
Jeenathan Williams,52644,2022-23
DJ Steward,50000,2022-23
Armoni Brooks,50000,2022-23
Jay Scrubb,49719,2022-23
Justin Minaya,35096,2022-23
Kobi Simmons,32795,2022-23
Gabe York,32171,2022-23
Ibou Badji,18226,2022-23
Tristan Thompson,16700,2022-23
RaiQuan Gray,5849,2022-23
Jacob Gilyard,5849,2022-23
Stephen Curry,45780966,2021-22
John Wall,44310840,2021-22
James Harden,44310840,2021-22
Russell Westbrook,44211146,2021-22
Kevin Durant,42018900,2021-22
LeBron James,41180544,2021-22
Paul George,39344970,2021-22
Kawhi Leonard,39344900,2021-22
Giannis Antetokounmpo,39344900,2021-22
Damian Lillard,39344900,2021-22
Klay Thompson,37980720,2021-22
Jimmy Butler,36016200,2021-22
Tobias Harris,35995950,2021-22
Khris Middleton,35500000,2021-22
Anthony Davis,35361360,2021-22
Rudy Gobert,35344828,2021-22
Kyrie Irving,35328700,2021-22
Kemba Walker,34967442,2021-22
Bradley Beal,33724200,2021-22
Ben Simmons,33003936,2021-22
Pascal Siakam,33003936,2021-22
Blake Griffin,32405817,2021-22
Karl-Anthony Towns,31650600,2021-22
Devin Booker,31650600,2021-22
Kristaps Porzingis,31650600,2021-22
Andrew Wiggins,31579390,2021-22
Joel Embiid,31579390,2021-22
Kevin Love,31258256,2021-22
Jrue Holiday,31171333,2021-22
Nikola Jokic,31044906,2021-22
CJ McCollum,30864198,2021-22
Chris Paul,30800000,2021-22
D'Angelo Russell,30013500,2021-22
Gordon Hayward,29925000,2021-22
Jamal Murray,29467800,2021-22
Brandon Ingram,29467800,2021-22
Jayson Tatum,28103500,2021-22
Bam Adebayo,28103500,2021-22
De'Aaron Fox,28103500,2021-22
Donovan Mitchell,28103500,2021-22
Al Horford,27000000,2021-22
Kyle Lowry,26984128,2021-22
Jaylen Brown,26758928,2021-22
DeMar DeRozan,26000000,2021-22
Draymond Green,24026712,2021-22
Nikola Vucevic,24000000,2021-22
Buddy Hield,23073234,2021-22
John Collins,23000000,2021-22
Malcolm Brogdon,21700000,2021-22
Tim Hardaway Jr,21306816,2021-22
Mike Conley,21000000,2021-22
Gary Harris,20932143,2021-22
Danilo Gallinari,20475000,2021-22
Harrison Barnes,20284091,2021-22
Jerami Grant,20002500,2021-22
Jarrett Allen,20000000,2021-22
Julius Randle,19800000,2021-22
Fred VanVleet,19675926,2021-22
Zach LaVine,19500000,2021-22
Goran Dragic,19348907,2021-22
Spencer Dinwiddie,19314284,2021-22
Bojan Bogdanovic,18700000,2021-22
Lonzo Ball,18604651,2021-22
Domantas Sabonis,18500000,2021-22
Eric Gordon,18218818,2021-22
Eric Bledsoe,18125000,2021-22
Bogdan Bogdanovic,18000000,2021-22
Myles Turner,18000000,2021-22
Terry Rozier,17905263,2021-22
Ricky Rubio,17800000,2021-22
Clint Capela,17603448,2021-22
Caris LeVert,17500000,2021-22
Jonathan Isaac,17400000,2021-22
Joe Harris,17357143,2021-22
Evan Fournier,17142857,2021-22
Steven Adams,17073171,2021-22
Markelle Fultz,16500000,2021-22
Aaron Gordon,16409091,2021-22
Gary Trent Jr,16225000,2021-22
OG Anunoby,16071429,2021-22
Davis Bertans,16000000,2021-22
Lauri Markkanen,15690909,2021-22
Derrick White,15678571,2021-22
Duncan Robinson,15650000,2021-22
Marcus Morris,15627907,2021-22
Will Barton,15625000,2021-22
Norman Powell,15517242,2021-22
Dejounte Murray,15428880,2021-22
Malik Beasley,14491964,2021-22
Patrick Beverley,14320987,2021-22
Thaddeus Young,14190000,2021-22
Jonas Valanciunas,14000000,2021-22
Marcus Smart,13839285,2021-22
Doug McDermott,13750000,2021-22
Christian Wood,13666667,2021-22
Derrick Rose,13445120,2021-22
Luke Kennard,13347727,2021-22
Taurean Prince,13334375,2021-22
Brook Lopez,13302325,2021-22
Kentavious Caldwell-Pope,13038862,2021-22
Joe Ingles,13036364,2021-22
Kyle Kuzma,13000000,2021-22
Robert Covington,12975471,2021-22
TJ Warren,12940000,2021-22
Deandre Ayton,12632950,2021-22
Terrence Ross,12500000,2021-22
Jordan Clarkson,12420000,2021-22
Dillon Brooks,12200000,2021-22
Kelly Olynyk,12195122,2021-22
Nicolas Batum,12026998,2021-22
Kelly Oubre,12000000,2021-22
Jusuf Nurkic,12000000,2021-22
Josh Hart,12000000,2021-22
Josh Richardson,11615328,2021-22
Marvin Bagley,11312114,2021-22
DeAndre Jordan,11109327,2021-22
Dwight Powell,11080125,2021-22
Devonte Graham,11000000,2021-22
Zion Williamson,10733400,2021-22
Larry Nance Jr,10690909,2021-22
Jeremy Lamb,10500000,2021-22
Reggie Jackson,10384500,2021-22
Richaun Holmes,10384500,2021-22
Al-Farouq Aminu,10335621,2021-22
Anthony Edwards,10245480,2021-22
Luka Doncic,10174391,2021-22
Cade Cunningham,10050120,2021-22
Danny Green,10000000,2021-22
Tomas Satoransky,10000000,2021-22
Tristan Thompson,9946611,2021-22
Kyle Anderson,9937150,2021-22
Montrezl Harrell,9720900,2021-22
Derrick Jones,9720900,2021-22
Serge Ibaka,9720900,2021-22
Derrick Favors,9720900,2021-22
Jae Crowder,9720900,2021-22
Ja Morant,9603360,2021-22
Reggie Bullock,9536000,2021-22
Alec Burks,9536000,2021-22
Talen Horton-Tucker,9500000,2021-22
Mason Plumlee,9248333,2021-22
Jaren Jackson Jr,9180560,2021-22
James Wiseman,9166800,2021-22
Jalen Green,8992080,2021-22
De'Anthony Melton,8805976,2021-22
Nerlens Noel,8800000,2021-22
Royce O'Neale,8800000,2021-22
Maxi Kleber,8750000,2021-22
Jakob Poeltl,8750000,2021-22
Thomas Bryant,8666667,2021-22
RJ Barrett,8623920,2021-22
Alex Caruso,8600000,2021-22
Delon Wright,8526316,2021-22
Dario Saric,8510000,2021-22
Monte Morris,8449074,2021-22
Tyus Jones,8376286,2021-22
Trae Young,8326471,2021-22
Daniel Theis,8280351,2021-22
LaMelo Ball,8231760,2021-22
Seth Curry,8207518,2021-22
JaMychal Green,8200000,2021-22
Cedi Osman,8133334,2021-22
Evan Mobley,8075160,2021-22
De'Andre Hunter,7775400,2021-22
DJ Augustin,7622467,2021-22
Mo Bamba,7568743,2021-22
Ivica Zubac,7518518,2021-22
Rajon Rondo,7500000,2021-22
TJ McConnell,7500000,2021-22
Patrick Williams,7422000,2021-22
Cory Joseph,7310000,2021-22
Scottie Barnes,7280400,2021-22
Darius Garland,7040880,2021-22
Chris Boucher,7020000,2021-22
PJ Tucker,7000000,2021-22
Zach Collins,7000000,2021-22
Wendell Carter,6920027,2021-22
Juan Hernangomez,6803190,2021-22
Isaac Okoro,6720720,2021-22
Jalen Suggs,6592920,2021-22
Cameron Payne,6500000,2021-22
Joakim Noah,6431666,2021-22
Jarrett Culver,6395160,2021-22
Khem Birch,6350000,2021-22
Collin Sexton,6349671,2021-22
Onyeka Okongwu,6104280,2021-22
Justin Holiday,6006420,2021-22
Josh Giddey,5988000,2021-22
Patrick Mills,5890000,2021-22
Dennis Schroeder,5890000,2021-22
Rudy Gay,5890000,2021-22
Kevin Knox,5845978,2021-22
Coby White,5837760,2021-22
Timofey Mozgov,5573333,2021-22
Killian Hayes,5572680,2021-22
Mikal Bridges,5557725,2021-22
Shai Gilgeous-Alexander,5495532,2021-22
Jonathan Kuminga,5466360,2021-22
Miles Bridges,5421493,2021-22
Jaxson Hayes,5348280,2021-22
Pat Connaughton,5333334,2021-22
Kris Dunn,5317430,2021-22
George Hill,5275491,2021-22
Michael Porter,5258735,2021-22
Dewayne Dedmon,5256308,2021-22
Ryan Anderson,5214583,2021-22
Hamidou Diallo,5200000,2021-22
Kevon Looney,5178572,2021-22
Troy Brown,5170564,2021-22
Obi Toppin,5105160,2021-22
Franz Wagner,5007840,2021-22
Josh Jackson,5005350,2021-22
Louis Williams,5000000,2021-22
Luol Deng,5000000,2021-22
Kendrick Nunn,5000000,2021-22
Robin Lopez,5000000,2021-22
JaVale McGee,5000000,2021-22
Danuel House,4997424,2021-22
Rui Hachimura,4916160,2021-22
Garrett Temple,4910000,2021-22
Taj Gibson,4910000,2021-22
Torrey Craig,4878049,2021-22
Bruce Brown,4736102,2021-22
Deni Avdija,4692840,2021-22
Donte DiVincenzo,4675830,2021-22
Cam Reddish,4670160,2021-22
David Nwaba,4650000,2021-22
Furkan Korkmaz,4629630,2021-22
Davion Mitchell,4603200,2021-22
Bryn Forbes,4500000,2021-22
Jeff Green,4500000,2021-22
Ishmael Smith,4500000,2021-22
Jalen Smith,4458000,2021-22
Lonnie Walker,4447896,2021-22
Cameron Johnson,4437000,2021-22
Ziaire Williams,4373040,2021-22
Bobby Portis,4347600,2021-22
Moe Harkless,4347600,2021-22
Kevin Huerter,4253357,2021-22
Devin Vassell,4235160,2021-22
Chandler Hutchison,4224186,2021-22
Willie Cauley-Stein,4220083,2021-22
PJ Washington,4215120,2021-22
James Bouknight,4154400,2021-22
Jevon Carter,4107149,2021-22
Josh Okogie,4087904,2021-22
Grayson Allen,4054695,2021-22
Jarred Vanderbilt,4050000,2021-22
Tyrese Haliburton,4023600,2021-22
Tyler Herro,4004280,2021-22
Gorgui Dieng,4000000,2021-22
Dorian Finney-Smith,4000000,2021-22
Terence Davis,4000000,2021-22
Aaron Holiday,3980551,2021-22
Josh Primo,3946800,2021-22
Jake Layman,3940184,2021-22
Anfernee Simons,3938818,2021-22
Justise Winslow,3902439,2021-22
Kira Lewis,3822240,2021-22
Romeo Langford,3804360,2021-22
Sekou Doumbouya,3799131,2021-22
Landry Shamet,3768342,2021-22
Chris Duarte,3749400,2021-22
Alex Len,3732000,2021-22
Robert Williams,3661976,2021-22
Aaron Nesmith,3631200,2021-22
Moses Moody,3562200,2021-22
Boban Marjanovic,3500000,2021-22
Mike Muscala,3500000,2021-22
Cole Anthony,3449400,2021-22
Corey Kispert,3383640,2021-22
Luka Samanic,3355239,2021-22
Michael Carter-Williams,3300000,2021-22
Georges Niang,3300000,2021-22
Isaiah Stewart,3277080,2021-22
Chuma Okeke,3277080,2021-22
Nickeil Alexander-Walker,3261480,2021-22
Alperen Sengun,3214680,2021-22
Jon Leuer,3169348,2021-22
Trey Burke,3150000,2021-22
Aleksej Pokusevski,3113160,2021-22
Facundo Campazzo,3100000,2021-22
Goga Bitadze,3098400,2021-22
Trey Murphy,3053760,2021-22
Sterling Brown,3000000,2021-22
Frank Jackson,3000000,2021-22
Josh Green,2957520,2021-22
Tre Mann,2901240,2021-22
Andrew Nicholson,2844429,2021-22
Matisse Thybulle,2840160,2021-22
Saddiq Bey,2824320,2021-22
Kai Jones,2770560,2021-22
Brandon Clarke,2726880,2021-22
Precious Achiuwa,2711280,2021-22
Marc Gasol,2692991,2021-22
Jalen Johnson,2659680,2021-22
LaMarcus Aldridge,2641691,2021-22
James Johnson,2641691,2021-22
Ed Davis,2641691,2021-22
Andre Iguodala,2641691,2021-22
Enes Kanter,2641691,2021-22
Avery Bradley,2641691,2021-22
Carmelo Anthony,2641691,2021-22
Wayne Ellington,2641691,2021-22
Trevor Ariza,2641691,2021-22
Dwight Howard,2641691,2021-22
Udonis Haslem,2641691,2021-22
Markieff Morris,2641691,2021-22
E'Twaun Moore,2641691,2021-22
Paul Millsap,2641691,2021-22
